34.02665941,-118.2812978,35.80706787,0.085218169,-0.116003662,0.092897765,0.024683563,-0.005813235,-0.997533143,-0.008112711,0.005275048,-0.005258653,0.32046182,1.400158867,-169.5686512,-0.005713239,0.002961304,0.022080919
34.02665941,-118.2812978,35.36279297,0.085195489,-0.115967147,0.092444405,0.024381287,-0.00609575,-0.998093545,-0.007712338,0.005452006,-0.004926674,0.320845325,1.400607008,-169.5553354,-0.004534647,0.007303482,0.017063638
34.02665941,-118.2812978,35.04277802,0.085184976,-0.115913317,0.094955482,0.024205299,-0.006259111,-0.998345673,-0.007722753,0.005642047,-0.004533264,0.321287287,1.401107392,-169.5419153,-0.002102748,0.010766451,0.014217874
34.02665942,-118.2812978,35.78842926,0.085184306,-0.115864441,0.090436734,0.02411313,-0.006286719,-0.998301387,-0.007852767,0.005779211,-0.004838661,0.321709446,1.401654278,-169.5284813,-0.000133023,0.009774717,0.01441147
34.02665942,-118.2812978,35.78842926,0.085189193,-0.115833156,0.086059168,0.024080528,-0.006256668,-0.998180628,-0.008288994,0.005921634,-0.005529865,0.322047026,1.402242029,-169.5151897,0.000977159,0.00625729,0.015601655
34.02665943,-118.2812978,35.13184738,0.085198052,-0.115821294,0.087929852,0.024098737,-0.006233003,-0.99803257,-0.008704287,0.005990015,-0.005964888,0.322258705,1.402860974,-169.502059,0.001770124,0.00237217,0.017006418
34.02665943,-118.2812978,34.91849899,0.085206106,-0.115817122,0.091731064,0.024170166,-0.006232145,-0.997861028,-0.008843421,0.005926384,-0.006504404,0.322387584,1.403481753,-169.4890689,0.001610577,0.000834946,0.018610498
34.02665943,-118.2812978,35.12666702,0.085214846,-0.115813166,0.093482874,0.02424109,-0.006052336,-0.997546673,-0.008648964,0.005607656,-0.006929834,0.322521004,1.404048186,-169.4762166,0.001748681,0.000791004,0.021397134
34.02665944,-118.2812978,35.12666702,0.085232988,-0.115816392,0.095191881,0.024256404,-0.005614596,-0.996874452,-0.008283744,0.005352334,-0.006838815,0.322733392,1.404532858,-169.4634135,0.003628701,-0.000643719,0.027362367
34.02665944,-118.2812978,34.68546677,0.08525753,-0.115822896,0.100978881,0.02422647,-0.005180219,-0.996045113,-0.008146862,0.005327223,-0.006472188,0.323019319,1.404976961,-169.4505453,0.00490962,-0.001302221,0.035169147
34.02665944,-118.2812978,35.43321609,0.085273616,-0.11584419,0.099667855,0.024275202,-0.004793716,-0.995363712,-0.0084595,0.005180298,-0.006234098,0.32328219,1.405396028,-169.4375909,0.003216073,-0.004256913,0.042419933
34.02665945,-118.2812978,35.21366119,0.085282966,-0.115895763,0.100476839,0.024462346,-0.004530121,-0.994876683,-0.008720542,0.004921419,-0.006242063,0.323463684,1.405756684,-169.424603,0.001870662,-0.010315209,0.047370456
34.02665945,-118.2812979,35.21366119,0.085290879,-0.115966618,0.101286732,0.024709998,-0.004405695,-0.994722009,-0.008879082,0.004903345,-0.006225933,0.323585071,1.406077671,-169.4116151,0.001582503,-0.014172402,0.048356555
34.02665946,-118.2812979,34.66889572,0.085285783,-0.116037078,0.107144818,0.024916438,-0.00440791,-0.9950791,-0.008954176,0.004924354,-0.00605551,0.323673685,1.406399041,-169.3985998,-0.001018524,-0.01409271,0.045033
34.02665946,-118.2812979,36.37868881,0.085265547,-0.116099842,0.096902788,0.025082171,-0.004516218,-0.995598853,-0.008797629,0.005144575,-0.005891526,0.323775124,1.406754809,-169.3855366,-0.004048437,-0.012551717,0.04068939
34.02665946,-118.2812979,34.87189102,0.085232511,-0.116148755,0.100977272,0.025201909,-0.004655679,-0.995925426,-0.00898133,0.005329795,-0.005644599,0.323874119,1.407168278,-169.372414,-0.006607562,-0.009781609,0.037111565
34.02665947,-118.2812979,34.87189102,0.085192658,-0.116191417,0.104906984,0.025231052,-0.004822611,-0.996046185,-0.009562956,0.005246253,-0.005591684,0.323864575,1.407596353,-169.3592484,-0.007970482,-0.008532967,0.036232278
34.02665947,-118.2812979,35.1825943,0.08516378,-0.11623314,0.105819657,0.025212228,-0.004965194,-0.996169925,-0.009806957,0.004945545,-0.005419216,0.323737552,1.407968499,-169.3460497,-0.005815089,-0.010813252,0.034547135
34.02665948,-118.2812979,35.93133926,0.085144281,-0.116276354,0.09973225,0.025217459,-0.005186288,-0.996317923,-0.009745075,0.004620943,-0.005285079,0.323585534,1.408251613,-169.3328091,-0.003899902,-0.00864235,0.032355074
34.02665948,-118.2812979,34.74864197,0.085126556,-0.116291814,0.104825385,0.025201324,-0.005386023,-0.996536076,-0.009582194,0.004548279,-0.00528314,0.323466173,1.408477436,-169.3195484,-0.003545523,-0.003092824,0.029401042
34.02665948,-118.2812979,34.74864197,0.085107274,-0.116293274,0.109743379,0.025075044,-0.005541693,-0.99667573,-0.009284334,0.004655229,-0.005383301,0.323412507,1.408708259,-169.3063015,-0.003857017,-0.000291694,0.028753059
34.02665933,-118.2812982,35.17430878,0.085084267,-0.116285361,0.110543817,0.024916308,-0.005680329,-0.996895671,-0.009172519,0.004776735,-0.005518102,0.323416642,1.408972157,-169.2930889,-0.004601464,0.001582357,0.027643653
34.02665933,-118.2812982,35.81535339,0.085061051,-0.116276652,0.105350874,0.024831712,-0.005754515,-0.996981502,-0.009058237,0.004659483,-0.005494421,0.323452791,1.409236476,-169.2798907,-0.004642457,0.001741895,0.027182439
34.02665933,-118.2812982,35.38764954,0.085048907,-0.116266564,0.104296096,0.02472217,-0.005819644,-0.996834636,-0.008975963,0.004503202,-0.005111588,0.323518539,1.409461269,-169.2666348,-0.002428472,0.002017809,0.027910385
34.02665934,-118.2812982,35.38764954,0.085051417,-0.116248466,0.1032774,0.024566103,-0.00582153,-0.996605217,-0.00905586,0.004856111,-0.004739854,0.323587267,1.40971338,-169.2532713,0.000502214,0.003618698,0.029543435
34.02665934,-118.2812982,35.70040512,0.085056283,-0.11623697,0.09938965,0.024317009,-0.005730511,-0.996566892,-0.008823678,0.005348454,-0.004621133,0.323679632,1.410086854,-169.2398365,0.00097172,0.0022988,0.030708408
34.02665934,-118.2812982,35.05934906,0.085060887,-0.116233177,0.101591855,0.02405129,-0.005531897,-0.996486664,-0.008875476,0.005942307,-0.004885472,0.323797327,1.410615532,-169.2264217,0.00092122,0.000759736,0.032357223
34.02665935,-118.2812982,35.47774887,0.085064314,-0.1162403,0.099841647,0.024007639,-0.005382262,-0.996204913,-0.009352436,0.00606739,-0.00491446,0.323838283,1.41124792,-169.2130478,0.000685483,-0.001425562,0.035525329
34.02665935,-118.2812982,35.47774887,0.085069165,-0.116260208,0.098162547,0.024189072,-0.005500703,-0.995957315,-0.009762369,0.005765246,-0.00497124,0.323751897,1.411854319,-169.1996873,0.000969306,-0.003981121,0.037389763
34.02665936,-118.2812982,34.82321548,0.085082881,-0.116277456,0.10263364,0.024458006,-0.005637806,-0.996018052,-0.00977945,0.005588694,-0.005493858,0.323602368,1.412393259,-169.1864086,0.002743393,-0.003450067,0.035211571
34.02665936,-118.2812982,35.78532028,0.085088558,-0.116288319,0.098006167,0.024724862,-0.00565281,-0.996135414,-0.009608131,0.005496336,-0.006069599,0.323471003,1.412894165,-169.1732895,0.001135275,-0.002173363,0.033585556
34.02665936,-118.2812982,35.46532059,0.085081376,-0.116294764,0.096493036,0.02484994,-0.005630162,-0.996229231,-0.009296197,0.005456693,-0.00621043,0.323406332,1.413376627,-169.160273,-0.001436487,-0.001290075,0.03305722
